fecha_scrape,fecha_publicacion,empresa,titulo_puesto,categoria,ubicacion,modalidad,salario_min,salario_max,experiencia_requerida,stack_tecnologico,nivel_ingles,url_oferta,description
2026-06-30,2025-12-05,INNOCV Solutions S.L.U.,Senior Frontend Developer (React/Angular),WEB,Madrid,no especificado,,,,no especificado,nativo,https://www.adzuna.es/details/5529399496?utm_medium=api&utm_source=4332c1fe,"Who are we? We are part of the Alkemy Group, specializing in driving growth through our technological expertise, tackling complex challenges, and fostering operational excellence. We are digital natives and technology-neutral thanks to our rapid adaptation capabilities and problem-solving skills in any business situation. We are passionate about technology challenges that have a significant impact on business. To address these, we have high-performance teams and the ability to quickly and effec…"
2026-06-30,2026-06-24,DKB Code Factory,Senior Frontend Developer – Vue.js,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5774472385?utm_medium=api&utm_source=4332c1fe,"We lcome to DKB Code Factory…. { { … a_place_to_stay_yourself: } } ; { { … a_place_to_stay_curious: Join DKB Code Factory as a Senior Frontend Engineer and take on a pivotal role shaping the user experience of our core digital products. You will own the implementation and quality of customer-facing interfaces used by millions of users, collaborating closely with cross-functional teams to enhance usability and drive conversion, while advancing modern testing practices and efficient delivery acro…"
2026-06-30,2026-05-11,Grupo Digital,Frontend Developer Microfrontends (Shell & Gluon) Híbrido,WEB,España,hibrido,,,,no especificado,no especificado,https://www.adzuna.es/details/5725596099?utm_medium=api&utm_source=4332c1fe,"DESCRIPCIóN Si te interesa trabajar en entornos frontend avanzados, arquitectura de microfrontales y herramientas IA aplicadas al desarrollo, esta oportunidad te permitirá participar en iniciativas internacionales con alto componente técnico. Buscamos un perfil con experiencia real en ecosistemas modernos frontend, testing y automatización, acostumbrado a trabajar en equipos Agile y entornos exigentes. Condiciones: Contrato indefinido Ubicación: Madrid Modalidad de trabajo: Híbrido Horario: jor…"
2026-06-30,2026-05-13,realizon,Frontend Developer (Angular) (m/f/d),WEB,Valencia,no especificado,,,,typescript,no especificado,https://www.adzuna.es/details/5727379851?utm_medium=api&utm_source=4332c1fe,"Your Responsibilities Working as a Front-End developer, building a set of new features within the FinLink ecosystem using Angular and TypeScript Contributing to and enforcing great coding practices through code reviews Collaborating with the Front-End chapter to constantly improve overall architecture and stability of the product Working closely with other FinLink squads to integrate the new functionality into the existing system Sharing knowledge with your colleagues during regular Knowledge S…"
2026-06-30,2026-01-19,Adaptive Financial Consulting,"Senior Frontend Developer (React, RxJS, Observables)",WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5591389650?utm_medium=api&utm_source=4332c1fe,"WE ARE: At Adaptive, we are a financial consulting firm that partners with capital, commodity, and digital market participants. We value differentiation through technology. Our experienced teams design and deliver complex technology solutions using our proven accelerators to create long-term competitive advantage. Our clients include the world's leading investment banks, investment managers, fintech and capital market service providers. With offices in London, New York, Barcelona and Montreal, …"
2026-06-30,2026-05-23,knowmad mood,Frontend Developer Senior (Vue 3  TypeScript),WEB,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5738458184?utm_medium=api&utm_source=4332c1fe,"We are knowmad mood! Somos una compañía líder en transformación digital, en constante evolución y a la vanguardia de la tecnología. Nacimos para provocar un cambio real a través de la innovación y el desarrollo sostenible, con la misión de aportar valor a los clientes e impulsar nuestro talento. Formado por más de 3.000 personas creativas, digitales e innovadoras conectadas a un propósito y capaces de generar conexiones con personas de todo el mundo. Un equipo responsable, flexible y con alta c…"
2026-06-30,2025-10-18,Talent Connect,Frontend Developer (React  TypeScript) - España (100% Remoto),WEB,Madrid,remoto,,,,"react, typescript, react, typescript, react",nativo,https://www.adzuna.es/details/5453682915?utm_medium=api&utm_source=4332c1fe,"Frontend Developer (React  TypeScript) Ubicación: (ajustar) · Modalidad: (Híbrido/Remoto) · Jornada: Full-time Idiomas: Español nativo · Inglés B2 Sobre el rol Buscamos un/a Frontend Developer con React  TypeScript para construir interfaces accesibles, seguras y de alto rendimiento. Trabajarás con testing desde el día uno y estilos con Styled Components , siguiendo buenas prácticas de arquitectura (DDD/Hexagonal por capas) y patrones de diseño. Responsabilidades Desarrollar SPA en React ( 16 / …"
2026-06-30,2026-06-29,Novolos Digital Spain S.L.,Frontend Developer (m/f/d) – Angular Specialist,WEB,Málaga,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5781089948?utm_medium=api&utm_source=4332c1fe,"Frontend Developer (m/f/d) – Angular Specialist Location: Málaga/Spain | Contract: Full-time/Permanent We are looking for a Frontend Developer (Angular Specialist) to join our team and help build modern, scalable web applications for an enterprise mobile management platform (AMC). Your Role You will be responsible for designing and developing user-centric frontend applications using Angular in a complex enterprise environment. The focus is on performance, scalability, and clean architecture. Wh…"
2026-06-30,2026-03-17,,Senior Frontend Developer (react) - StartUp Smart Cities,WEB,Barcelona,no especificado,50000.0,55000.0,,react,no especificado,https://www.adzuna.es/details/5669254338?utm_medium=api&utm_source=4332c1fe,Participación en nuevos desarrollos desde cero. Asegurar la calidad del código. Aplicar buenas prácticas de testeo asegurando la escalabilidad del producto. Colaboración con el resto del equipo Agile. Aportación de nuevas soluciones tecnológicas innovadoras. Formación técnica o superior. Sólidos conocimientos de Javsacript. 4 o  años de experiencia en React.js. Acsotumbrado a utilizar buenas prácticas de programación. Conocimientos de Agile con Scrum. Valorable conocimientos de .Net Core. Valor…
2026-06-30,2026-06-08,Hero Gaming,Frontend TypeScript Developer,WEB,"Istán, Málaga",hibrido,,,,"typescript, typescript, react",no especificado,https://www.adzuna.es/details/5756578796?utm_medium=api&utm_source=4332c1fe,"Frontend TypeScript Developer Department: Tech Location: Marbella, Spain (Hybrid) About the Role We are looking for an experienced Frontend TypeScript Developer with strong expertise in Next.js and React to join our growing technology team in Marbella. In this role, you will be responsible for building and maintaining modern, high-performance web applications and user interfaces. You will work closely with designers, product managers, and backend developers to create scalable and engaging user …"
2026-06-30,2026-04-18,Air Apps,Frontend Web Developer,WEB,España,no especificado,47000.0,58000.0,,no especificado,no especificado,https://www.adzuna.es/details/5703007073?utm_medium=api&utm_source=4332c1fe,"About Air Apps At Air Apps, we believe in thinking bigger—and moving faster. We’re a family-founded company on a mission to create the world’s first AI-powered Personal & Entrepreneurial Resource Planner (PRP), and we need your passion and ambition to help us change how people plan, work, and live. Born in Lisbon, Portugal, in 2018—and now with offices in both Lisbon and San Francisco—we’ve remained self-funded while reaching over 100 million downloads worldwide. Our long-term focus drives us t…"
2026-06-30,2026-04-12,Envista Holdings Corporation,Senior Frontend Software Developer,WEB,España,no especificado,,,,spark,no especificado,https://www.adzuna.es/details/5697266783?utm_medium=api&utm_source=4332c1fe,"Job Description: Senior Frontend Software Developer will part of regional/global team supporting software of Spark Aligners. We use complex software solution for aligners (invisible braces) that supports the process from order, design to manufacturing. This role will support frontend development. Responsibilities Working in distributed international cross functional team a developer will help the team with solution design and implementation for new features in Web portal hosted in the cloud doc…"
2026-06-30,2026-06-18,Talan,Frontend Senior Developer (AI‑Native),WEB,Málaga,no especificado,,,,no especificado,nativo,https://www.adzuna.es/details/5767343254?utm_medium=api&utm_source=4332c1fe,"Job Description We are looking for a Senior Frontend Developer with strong Angular expertise and hands‑on experience (or strong interest) in AI‑native engineering practices . The ideal candidate combines solid frontend engineering fundamentals with modern AI‑assisted development workflows to accelerate delivery, improve quality, and contribute to a high‑performance engineering culture. Key Responsibilities Develop and maintain modern, scalable frontend applications using Angular. Collaborate cl…"
2026-06-30,2026-06-27,Initiumsoft,Backend Developer,WEB,Madrid,remoto,,,,no especificado,no especificado,https://www.adzuna.es/details/5778732548?utm_medium=api&utm_source=4332c1fe,"Backend Developer Eres el Ingeniero Backend que Transformar la Arquitectura de Prxima Generacin? Ubicacin: Remoto (Espaa) Horario: 09:00 - 18:00 En Initium Software , no buscamos a alguien que simplemente escriba lneas de cdigo; buscamos a un socio estratgico apasionado por el impacto real a travs de la tecnologa. Si te motiva conectar con proyectos desafiantes, trabajar en la vanguardia del desarrollo y formar parte de una comunidad de lite donde tu curiosidad es el motor del cambio, este es t…"
2026-06-30,2023-11-29,"Kapres Technology, S.L.",Backend developer,WEB,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/4456598953?utm_medium=api&utm_source=4332c1fe,"Desde Kapres Technology estamos buscando un Backend developer para trabajar con nosotros! Requisitos: - .NET 7/8 - Entity Framework Core 7/8 - Dapper - Swagger - Serilog - MediatR - AutoMapper - FluentValidation - Xunit * , FluentAssertions,TestContainers y Respawn Se ofrece: - Contrato indefinido - 100% teletrabajo"
2026-06-30,2025-10-31,Flowbox,Backend Developer,WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5472388316?utm_medium=api&utm_source=4332c1fe,"We're looking for a motivated Backend Developer to join our UGC Platform Team in Barcelona. Flowbox was founded in 2016 and is a fast-growing tech scale-up with large ambitions and broad visions. We provide a SaaS platform that helps brands improve their marketing, social media and e-commerce strategies. Our technology helps our clients to better collect, manage, and distribute their own customers' content, aka user generated content (UGC). Earlier this year, Flowbox acquired the Danish company…"
2026-06-30,2025-11-02,Napptilus Tech Labs,Backend Developer,WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5476369127?utm_medium=api&utm_source=4332c1fe,En Napptilus crecemos y queremos hacerlo contigo! Buscamos un/a profesional con experiencia mínima de 5 años como Backend Developer . Trabajarás en una plataforma web con gran flujo de datos en el sector del retail. Es por ello que buscamos una persona con ganas de afrontar el reto y con mucho que aportar. Quiénes somos: Napptilus es un grupo de empresas tecnológicas que ofrecen desarrollo de software y crean sus propias startups. Estas empresas son Visual Engineering y Mobile Biometrics. Nuest…
2026-06-30,2025-04-20,Talent-R,Backend developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5154352106?utm_medium=api&utm_source=4332c1fe,"ABOUT US My client is a specialized in pioneering advancements in AI, 3D AI, and Physical AI, pushing the boundaries of what's possible in technology. Our team of experts is dedicated to developing innovative solutions that not only meet the needs of today but also anticipate the challenges of tomorrow. With a strong focus on artificial intelligence, we are at the forefront of creating intelligent systems that blend seamlessly into both digital and physical environments. Our expertise extends b…"
2026-06-30,2026-05-29,El Corte Ingles,Backend developer,WEB,España,no especificado,,,,no especificado,requerido,https://www.adzuna.es/details/5743995697?utm_medium=api&utm_source=4332c1fe,"¿Buscas desarrollar tu talento y un lugar dónde tu esfuerzo sea reconocido? Te ofrecemos un entorno dinámico, cercano y de futuro. Aquí, cada día es una nueva oportunidad para aprender, crecer y brillar. Imagina formar parte de un equipo diverso, donde la evolución y el servicio al cliente son nuestra prioridad. En El Corte Inglés, nuestro trabajo es una pasión compartida. El proyecto que te espera. Serás responsable de diseñar, desarrollar y evolucionar soluciones dentro de la plataforma de ba…"
2026-06-30,2026-06-20,sesametime,Backend developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5770310217?utm_medium=api&utm_source=4332c1fe,"Backen developer Saludo breve Hola; buscamos desarrolladores frontend con experiencia (nivel medio/senior) que quieran crecer dentro de una startup tecnológica. Si te apasiona el trabajo en equipo, el aprendizaje continuo y tienes interés por el backend en PHP, sigue leyendo. Presentación de la empresa Somos una startup tecnológica en expansión que apuesta por equipo pequeño, autonomía y entrega rápida de valor. Valoramos la colaboración, la curiosidad técnica y la mejora continua. Vídeo intro …"
2026-06-30,2026-05-04,NEORIS,Backend Developer Java,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5718414429?utm_medium=api&utm_source=4332c1fe,"En EPAM NEORIS, creemos que la transformación empieza por las personas. Hoy, como parte de EPAM, ampliamos nuestro alcance global y nuestras capacidades, pero mantenemos lo más importante: una cultura donde cada persona puede crecer, aportar y ser protagonista. No buscamos solo cubrir puestos. Buscamos incorporar talento que quiera superarse, aprender constantemente y dejar huella en cada proyecto. Somos un equipo diverso, inclusivo y en constante evolución. Impulsamos ideas, no jerarquías. Apo…"
2026-06-30,2026-04-20,Beside Talent,Java Backend Developer,WEB,"Elche/Elx, Alicante",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5704985470?utm_medium=api&utm_source=4332c1fe,"DESCRIPCIóN En BESIDE apostamos por el mejor talento dentro del sector tecnológico. Contamos con una unidad de Selección Especializada en perfiles para incorporarse en la plantilla de nuestros clientes. Trabajamos con un amplio rango de empresas, que nos permitirá encontrarte el puesto que más se ajuste a tus necesidades e intereses profesionales. Te podrás incorporar en las empresas más innovadoras, ofreciéndote proyectos punteros dentro de las ramas de ID, automoción, pharma, diseño de maquin…"
2026-06-30,2026-04-16,Hitachi,.NET Backend Developer,WEB,España,remoto,,,,no especificado,no especificado,https://www.adzuna.es/details/5700673635?utm_medium=api&utm_source=4332c1fe,"Location: Madrid, Spain Job ID: R0122853 Date Posted: 2026-04-13 Company Name: HITACHI ENERGY SPAIN, S.A.U. Profession (Job Category): Data Analytics/Business Intelligence Job Schedule: Full time Remote: No Job Description: The opportunity Hitachi, Ltd. is seeking a talented .NET Backend Developer to design, develop, and maintain robust and scalable backend systems and APIs, contributing to critical enterprise applications. How you’ll make an impact Design, develop, and implement high-performan…"
2026-06-30,2026-03-23,Holded,Senior Backend Developer,WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5676327084?utm_medium=api&utm_source=4332c1fe,"Join the team. Make an impact. At Holded, we believe that daily admin should never stop a great idea from becoming a success. That's why we create intuitive software to empower anyone who dares to start their own business. Long story short: we want to make business simple. In order to create cutting-edge products that meet the needs of the sector, talent is essential. We are looking for passion, creativity, and commitment. In return, we offer the same. To learn more about this role and the tech…"
2026-06-30,2026-06-10,RDT,Backend Developer (Scala),WEB,"Sant Adrià de Besòs, Barcelona",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5758813593?utm_medium=api&utm_source=4332c1fe,"En RDT buscamos incorporar un/a Backend Developer Scala para participar en el desarrollo y evolución de soluciones backend basadas en tecnologías modernas y arquitecturas orientadas a eventos.  Tu misión Formarás parte de un equipo técnico especializado, diseñando e implementando servicios backend escalables y robustos, contribuyendo a la evolución de plataformas críticas y garantizando la calidad y fiabilidad de las soluciones desarrolladas.  ¿Qué te ofrecemos? Acompañamiento desde el primer d…"
2026-06-30,2026-06-12,Sabina Divosi,Backend Developer | Fintech,WEB,Madrid,remoto,,,,"typescript, typescript",no especificado,https://www.adzuna.es/details/5761638583?utm_medium=api&utm_source=4332c1fe," Backend Developer (Node.js  TypeScript) | Fintech  Madrid (Aravaca) – modelo híbrido / remoto desde cualquier lugar de España ¿Por qué unirte? No incorporamos a una persona que solo programe APIs. La persona idónea quiere participar en la evolución de una plataforma tecnológica que está transformando el sector financiero. Trabajarás en un ecosistema de microservicios construido con Node.js, TypeScript y NestJS, donde la calidad técnica, la escalabilidad y la evolución continua del producto for…"
2026-06-30,2026-06-22,Amphora Logistics,Backend Developer (Python),WEB,Barcelona,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5772850446?utm_medium=api&utm_source=4332c1fe,"Sobre Amphora Logistics Las marcas e-commerce están creciendo a un ritmo imparable, pero muchas aún se enfrentan a desafíos logísticos que frenan su expansión. En Amphora Logistics, transformamos esa realidad. Ayudamos a las marcas independientes a escalar con eficiencia, ofreciendo soluciones logísticas integrales que combinan tecnología avanzada, agilidad operativa y un servicio cercano. Desde 2020, hemos desarrollado una plataforma logística que respalda a más de 300 clientes en Europa y Est…"
2026-06-30,2026-06-11,Tether Operations Limited,Senior Backend Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5759624003?utm_medium=api&utm_source=4332c1fe,"Join Tether and Shape the Future of Digital Finance At Tether, we’re not just building products, we’re pioneering a global financial revolution. Our cutting-edge solutions empower businesses—from exchanges and wallets to payment processors and ATMs—to seamlessly integrate reserve-backed tokens across blockchains. By harnessing the power of blockchain technology, Tether enables you to store, send, and receive digital tokens instantly, securely, and globally, all at a fraction of the cost. Transp…"
2026-06-30,2026-04-04,Garaje de Ideas,Drupal Backend Developer,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5689513939?utm_medium=api&utm_source=4332c1fe,"DESCRIPCIóN Lo que buscamos es… Un/a desarrollador/a Backend con un enfoque sólido en Drupal, que cuente con al menos 4 años de experiencia en desarrollo web. Alguien capaz de desempeñar un rol clave en la implementación de soluciones técnicas robustas y escalables, con una mentalidad proactiva para resolver problemas y un fuerte compromiso con la calidad del código. Para eso, necesitamos que tengas experiencia en… Buenas prácticas de codificación Experiencia en el uso de herramientas de contro…"
2026-06-30,2026-02-09,Loyal Guru,Backend Developer GO,WEB,"Sant Adrià de Besòs, Barcelona",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5621685396?utm_medium=api&utm_source=4332c1fe," About Loyal Guru La plataforma de Loyal Guru resuelve los desafíos únicos del negocio retail a través de iniciativas de loyalty de próxima generación, ofertas personalizadas a escala, analítica avanzada de retail y nuevas oportunidades de monetización. Nuestra solución simplifica las complejidades que surgen del alto volumen de shoppers , transacciones y datos del Enterprise Retail . Recolectamos datos en tiempo real para crear una Single Source of Truth que ayuda a desarrollar, retener y recu…"
2026-06-30,2025-10-13,CAPITOLE CONSULTING,FULLREMOTE - Backend developer,WEB,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5445588204?utm_medium=api&utm_source=4332c1fe,"Country: España Province: Comunidad de Madrid Description: Capitole Consulting keeps growing and we want to do it with you! We are looking for a Back End Developer. 1. EDUCATION DEGREE A Bachelor’s or Master’s degree in Computer Science, Information Technology, Software Engineering, or a related STEM discipline is required. Relevant certifications in software development or specific technologies are beneficial. 2. TECHNICAL KNOWLEDGE Mandatory: - Expertise in Go or other high-level languages su…"
2026-06-30,2026-05-18,Genki,Mid-Level Backend Developer,WEB,España,remoto,60.0,60.0,,no especificado,no especificado,https://www.adzuna.es/details/5733039723?utm_medium=api&utm_source=4332c1fe," Genki means ""healthy, energetic, and full of spirit"". That's us.  We're a fully remote, profitable startup of about 25 people, five years in and growing steadily.  We build tailored health insurance for long-term travelers like digital nomads, serving over 75,000 people in 200 countries.  Our vision is to help them stay healthy wherever they go, far beyond insurance. We're looking for a Mid-Level Backend Developer to help build and evolve the core system that powers our products and operations…"
2026-06-30,2026-04-08,Expereo,Senior Backend Developer (Python),WEB,España,no especificado,65.0,75.0,,no especificado,no especificado,https://www.adzuna.es/details/5693286875?utm_medium=api&utm_source=4332c1fe,"We are the Intelligent Internet Platform. We connect People, Places and Things anywhere, managing Internet Performance better than anyone else while providing One Global Experience, giving Visibility, Control and Security through expereoOne. Expereo believes in the power of Internet connectivity. As the world's largest provider of managed internet, SD-WAN/SASE, and Cloud connectivity solutions, we power enterprises and government sites worldwide, helping to enhance every business' productivity …"
2026-06-30,2024-07-30,Acme Sa,Junior Java Backend Developer,WEB,"Soria, Castilla y León",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/4800598333?utm_medium=api&utm_source=4332c1fe,"DESCRIPCIÓN DE LA OFERTA Estamos buscando un/a Senior Java Backend Developer , para incorporarse al departamento de desarrollo de una compañía de IT ubicada en Soria. Te involucrarás en los proyectos de uno de los principales clientes de la compañía, empresa líder a nivel mundial en su sector. La persona seleccionada no sería enviada a cliente, si no que trabajaría en las instalaciones de la empresa, junto con el resto de equipo de desarrollo. Funciones: Desarrollar componentes de software en u…"
2026-06-30,2024-07-30,Acme Sa,Senior Java Backend Developer,WEB,"Reus, Tarragona",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/4800602370?utm_medium=api&utm_source=4332c1fe,"DESCRIPCIÓN DE LA OFERTA Estamos buscando un/a Senior Java Backend Developer , para incorporarse al departamento de desarrollo de una compañía de IT ubicada en Palma de Mallorca. Te involucrarás en los proyectos de uno de los principales clientes de la compañía, empresa líder a nivel mundial en su sector. La persona seleccionada no sería enviada a cliente, si no que trabajaría en las instalaciones de la empresa, junto con el resto de equipo de desarrollo. Funciones: Desarrollar componentes de s…"
2026-06-30,2024-07-30,Acme Sa,Senior Java Backend Developer,WEB,"Oviedo, Asturias",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/4800600389?utm_medium=api&utm_source=4332c1fe,"DESCRIPCIÓN DE LA OFERTA Estamos buscando un/a Senior Java Backend Developer , para incorporarse al departamento de IT en nuestras oficinas en Oviedo, Principado de Asturias . Te involucrarás en los proyectos de uno de los principales clientes de la compañía, empresa líder industrial a nivel mundial en su sector en plena transformación digital . La persona seleccionada no sería enviada a cliente, si no que trabajaría en las instalaciones de la empresa, junto con el resto de equipo de desarrollo…"
2026-06-30,2024-07-30,Acme Sa,Senior Java Backend Developer,WEB,"Palma de Mallorca, Islas Baleares",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/4800601817?utm_medium=api&utm_source=4332c1fe,"MG Digital Recruiting Somos una empresa de reclutamiento y selección especializada en perfiles digitales. Desde perfiles de desarrollo, programación, QA, Business Intelligence, Big Data, ERP/CRM, hasta marketing digital, diseño, UX/UI y perfiles Executive, entre otros. Somos ágiles, dinámicos y apostamos por la excelencia, conectando el mejor talento con las empresas. DESCRIPCIÓN DE LA OFERTA Desde MG Digital Recruiting, empresa especializada en selección de perfiles digitales, estamos buscando…"
2026-06-30,2026-05-16,KION,Backend Developer Digital Twin,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5730826560?utm_medium=api&utm_source=4332c1fe,"Linde Material Handling se cuenta entre los líderes mundiales en la fabricación de carretillas elevadoras, vehículos de interior y soluciones de alto rendimiento para la Intralogística. Desde el año 2006, Linde pertenece a KION Group. Nuestros valores son: INTEGRIDAD hacemos lo correcto – COLABORACIÓN confiamos los unos en los otros – VALENTÍA cambiamos e innovamos – EXCELENCIA aportamos un valor excepcional a nuestros clientes. Trabajarás en una empresa global de éxito en un entorno internacio…"
2026-06-30,2026-06-27,PayXpert,Senior Backend Developer - Php,WEB,España,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5779372581?utm_medium=api&utm_source=4332c1fe,"PayXpert is a pioneer in omnichannel payments and a subsidiary of the Société Générale group. We serve a diverse array of local and international brands both online and in-store, spanning various sectors. At the heart of our vision is the creation of a payment ecosystem that fosters an inclusive commerce experience for all. We have developed services that focus on revenue optimisation, performance enhancement, fraud prevention, and seamless payment orchestration. Our expertise extends to cross-…"
2026-06-30,2026-06-29,PayXpert,Senior Backend Developer - Php,WEB,"Arbo, Pontevedra",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5781409560?utm_medium=api&utm_source=4332c1fe,"PayXpert is a pioneer in omnichannel payments and a subsidiary of the Société Générale group. We serve a diverse array of local and international brands both online and in-store, spanning various sectors. At the heart of our vision is the creation of a payment ecosystem that fosters an inclusive commerce experience for all. We have developed services that focus on revenue optimisation, performance enhancement, fraud prevention, and seamless payment orchestration. Our expertise extends to cross-…"
2026-06-30,2026-06-29,PayXpert,Senior Backend Developer - Php,WEB,Pontevedra,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5781413730?utm_medium=api&utm_source=4332c1fe,"PayXpert is a pioneer in omnichannel payments and a subsidiary of the Société Générale group. We serve a diverse array of local and international brands both online and in-store, spanning various sectors. At the heart of our vision is the creation of a payment ecosystem that fosters an inclusive commerce experience for all. We have developed services that focus on revenue optimisation, performance enhancement, fraud prevention, and seamless payment orchestration. Our expertise extends to cross-…"
2026-06-30,2026-05-09,secture.com,Backend developer (remoto - España),WEB,Madrid,no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5723591576?utm_medium=api&utm_source=4332c1fe,"¿Quiénes somos? / About us Somos un equipo de desarrollo tecnológico, formado por más de 50 profesionales comprometidos con la calidad del software, productos y servicios que ofrecemos a nuestros clientes. Si estás buscando un proyecto o equipo centrado en la calidad de software, buenas prácticas, con un ambiente de trabajo genial, y compañeros de los que poder aprender, divertirte y trabajar codo con codo, ¡has encontrado la oferta perfecta para ti! Nos puedes encontrar en: www.Secture.com Nue…"
2026-06-30,2026-04-27,CAPITOLE CONSULTING,FULLREMOTE – Backend developer (GO),WEB,"Madrid, Comunidad de Madrid",no especificado,,,,no especificado,no especificado,https://www.adzuna.es/details/5711402167?utm_medium=api&utm_source=4332c1fe,"Country: España Province: Comunidad de Madrid Description: Capitole Consulting keeps growing and we want to do it with you! We are looking for a Back End Developer. 1. EDUCATION DEGREE A Bachelor’s or Master’s degree in Computer Science, Information Technology, Software Engineering, or a related STEM discipline is required. Relevant certifications in software development or specific technologies are beneficial. 2. TECHNICAL KNOWLEDGE Mandatory: – Expertise in Go or other high-level languages su…"
